id,title,type,description,listed_in,source_category,source_raw_id,text
movie_27474445c03d3fe19c6136dea456500a,Omo Ghetto: the Saga,Movie,"Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.","Action & Adventure, Comedies, Dramas",netflix,s85,"Title: Omo Ghetto: the Saga (Movie)
Description: Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.
Categories: Action & Adventure, Comedies, Dramas"
movie_e115b184d3402676c4d9e8f3604da326,Prey,Movie,A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,"International Movies, Thrillers",netflix,s87,"Title: Prey (Movie)
Description: A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.
Categories: International Movies, Thrillers"
movie_ede3d1e5291f6165b43c22c23c066906,Blood Brothers: Malcolm X & Muhammad Ali,Movie,"From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.","Documentaries, Sports Movies",netflix,s89,"Title: Blood Brothers: Malcolm X & Muhammad Ali (Movie)
Description: From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.
Categories: Documentaries, Sports Movies"
movie_5192ca7a6ec6efff0c2f3dc677d257d6,Paradise Hills,Movie,"Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.","Sci-Fi & Fantasy, Thrillers",netflix,s91,"Title: Paradise Hills (Movie)
Description: Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.
Categories: Sci-Fi & Fantasy, Thrillers"
movie_0e9bdff649b8348fb10e738f9f7b998a,The Women and the Murderer,Movie,This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,"Documentaries, International Movies",netflix,s92,"Title: The Women and the Murderer (Movie)
Description: This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.
Categories: Documentaries, International Movies"
movie_0aef7f0b71aec002c605a47c25a78c13,JJ+E,Movie,"Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?","Dramas, International Movies, Romantic Movies",netflix,s94,"Title: JJ+E (Movie)
Description: Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?
Categories: Dramas, International Movies, Romantic Movies"
movie_8bd6e2933decb56fdf69a7549893eb55,Show Dogs,Movie,A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,"Children & Family Movies, Comedies",netflix,s95,"Title: Show Dogs (Movie)
Description: A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.
Categories: Children & Family Movies, Comedies"
movie_b12ceed92f828a0cede64570b99bc738,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Movie,"Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.","Documentaries, Music & Musicals",netflix,s97,"Title: If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd (Movie)
Description: Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.
Categories: Documentaries, Music & Musicals"
movie_a57e27421eea464da93c2f2fc1e8c6b6,Untold: Breaking Point,Movie,"Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.","Documentaries, Sports Movies",netflix,s102,"Title: Untold: Breaking Point (Movie)
Description: Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.
Categories: Documentaries, Sports Movies"
movie_c2e31c5e67849b0a43f2bc5986ac652e,Shadow Parties,Movie,A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,"Dramas, International Movies, Thrillers",netflix,s104,"Title: Shadow Parties (Movie)
Description: A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.
Categories: Dramas, International Movies, Thrillers"
movie_34c443138911145345ec4ee47d0202b2,Angamaly Diaries,Movie,"After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.","Action & Adventure, Comedies, Dramas",netflix,s106,"Title: Angamaly Diaries (Movie)
Description: After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.
Categories: Action & Adventure, Comedies, Dramas"
movie_a387a0257e5ddcc8903d3eb0a90b9797,A Champion Heart,Movie,"When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.","Children & Family Movies, Dramas",netflix,s108,"Title: A Champion Heart (Movie)
Description: When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.
Categories: Children & Family Movies, Dramas"
movie_9c87bbeab2850ac0b7b84b8797b886b9,Worth,Movie,"In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events.",Dramas,netflix,s113,"Title: Worth (Movie)
Description: In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events.
Categories: Dramas"
movie_e5edfa7cf45db158b481067ae294affb,Afterlife of the Party,Movie,Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.,"Comedies, Romantic Movies",netflix,s114,"Title: Afterlife of the Party (Movie)
Description: Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.
Categories: Comedies, Romantic Movies"
movie_73d410bbe161382c7fc9535c36bd9390,Anjaam,Movie,"A wealthy industrialist’s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge.","Dramas, International Movies, Thrillers",netflix,s115,"Title: Anjaam (Movie)
Description: A wealthy industrialist’s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge.
Categories: Dramas, International Movies, Thrillers"
movie_7e308de484de774122100c2eb137f971,Bright Star,Movie,This drama details the passionate three-year romance between Romantic poet John Keats – who died tragically at age 25 – and his great love and muse.,"Dramas, Romantic Movies",netflix,s116,"Title: Bright Star (Movie)
Description: This drama details the passionate three-year romance between Romantic poet John Keats – who died tragically at age 25 – and his great love and muse.
Categories: Dramas, Romantic Movies"
movie_277ee3a204c9e50f814c01ddec0f25df,Dhanak,Movie,A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation.,"Comedies, Dramas, Independent Movies",netflix,s117,"Title: Dhanak (Movie)
Description: A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation.
Categories: Comedies, Dramas, Independent Movies"
movie_62b8ed56a25153f986e4a99400100584,Final Account,Movie,This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich.,Documentaries,netflix,s118,"Title: Final Account (Movie)
Description: This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich.
Categories: Documentaries"
movie_c8ce176b7e56ec93af977d47ec137f6d,Gurgaon,Movie,"When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own.","Dramas, International Movies, Thrillers",netflix,s119,"Title: Gurgaon (Movie)
Description: When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own.
Categories: Dramas, International Movies, Thrillers"
movie_e8c167dc11e0d196dd263cf176d50d7f,Here and There,Movie,"After meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic.","Dramas, International Movies, Romantic Movies",netflix,s120,"Title: Here and There (Movie)
Description: After meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic.
Categories: Dramas, International Movies, Romantic Movies"
movie_c9ea664cc4efb373f6073f7c63264dfb,In the Cut,Movie,"After embarking on an affair with the cop probing the murder of a young woman, an insular schoolteacher suspects her lover was involved in the crime.",Thrillers,netflix,s123,"Title: In the Cut (Movie)
Description: After embarking on an affair with the cop probing the murder of a young woman, an insular schoolteacher suspects her lover was involved in the crime.
Categories: Thrillers"
movie_fc59801518b3705fe6bf1ef36cb3e7b4,Shikara,Movie,A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp.,"Dramas, International Movies, Romantic Movies",netflix,s127,"Title: Shikara (Movie)
Description: A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp.
Categories: Dramas, International Movies, Romantic Movies"
movie_c7e4bc4306b7a5e6ca3912db8c4d739b,A Cinderella Story,Movie,Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?,"Children & Family Movies, Comedies",netflix,s128,"Title: A Cinderella Story (Movie)
Description: Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?
Categories: Children & Family Movies, Comedies"
movie_f1cef6bb3af954032db95bdd824ed019,Agatha Christie's Crooked House,Movie,"When a detective investigates the death of his ex-lover's grandfather, he uncovers secrets about the tycoon's manipulative family.","Dramas, International Movies, Thrillers",netflix,s129,"Title: Agatha Christie's Crooked House (Movie)
Description: When a detective investigates the death of his ex-lover's grandfather, he uncovers secrets about the tycoon's manipulative family.
Categories: Dramas, International Movies, Thrillers"
movie_de4e9b3819ba034393c51fa41cc16985,An Unfinished Life,Movie,"A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive.",Dramas,netflix,s130,"Title: An Unfinished Life (Movie)
Description: A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive.
Categories: Dramas"
movie_d0083b7bfe7b79812f2c5ed32513185d,Barbie Big City Big Dreams,Movie,"At a summer performing arts program in New York City, Barbie from Malibu meets Barbie from Brooklyn, and the two become fast friends.","Children & Family Movies, Music & Musicals",netflix,s131,"Title: Barbie Big City Big Dreams (Movie)
Description: At a summer performing arts program in New York City, Barbie from Malibu meets Barbie from Brooklyn, and the two become fast friends.
Categories: Children & Family Movies, Music & Musicals"
movie_926d81e213952acddf7ab35c02a75d21,Blade Runner: The Final Cut,Movie,"In a smog-choked dystopian Los Angeles, blade runner Rick Deckard is called out of retirement to snuff a quartet of escaped ""replicants.""","Action & Adventure, Classic Movies, Cult Movies",netflix,s132,"Title: Blade Runner: The Final Cut (Movie)
Description: In a smog-choked dystopian Los Angeles, blade runner Rick Deckard is called out of retirement to snuff a quartet of escaped ""replicants.""
Categories: Action & Adventure, Classic Movies, Cult Movies"
movie_5903e8bab8855e384d5120735e16ac95,Chappie,Movie,"In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence.","Action & Adventure, Sci-Fi & Fantasy",netflix,s134,"Title: Chappie (Movie)
Description: In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence.
Categories: Action & Adventure, Sci-Fi & Fantasy"
movie_b5d89fd3b463b508934d5aa4db29160c,Clear and Present Danger,Movie,"When the president's friend is murdered, CIA Deputy Director Jack Ryan becomes unwittingly involved in an illegal war against a Colombian drug cartel.","Action & Adventure, Dramas",netflix,s135,"Title: Clear and Present Danger (Movie)
Description: When the president's friend is murdered, CIA Deputy Director Jack Ryan becomes unwittingly involved in an illegal war against a Colombian drug cartel.
Categories: Action & Adventure, Dramas"
movie_13b5e74ed5e70d87eae8df618fb93690,Cliffhanger,Movie,"Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers.",Action & Adventure,netflix,s136,"Title: Cliffhanger (Movie)
Description: Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers.
Categories: Action & Adventure"
movie_91716d28e12879eb9559e6d3cd34f112,Cold Mountain,Movie,"This drama follows a wounded Civil War soldier making the long journey home, while his faraway love fights for survival on her deceased father's farm.","Dramas, Romantic Movies",netflix,s137,"Title: Cold Mountain (Movie)
Description: This drama follows a wounded Civil War soldier making the long journey home, while his faraway love fights for survival on her deceased father's farm.
Categories: Dramas, Romantic Movies"
movie_376cb9fd387401eab0f7e8af7680e33d,Crocodile Dundee in Los Angeles,Movie,"When Mick ""Crocodile"" Dundee and his family land in Los Angeles, they soon learn some lessons about American life in this comedy sequel.","Action & Adventure, Comedies",netflix,s138,"Title: Crocodile Dundee in Los Angeles (Movie)
Description: When Mick ""Crocodile"" Dundee and his family land in Los Angeles, they soon learn some lessons about American life in this comedy sequel.
Categories: Action & Adventure, Comedies"
movie_7d2a6584dbc9fc25202b2db7c6cf991d,Dear John,Movie,"While on summer leave, a U.S. soldier falls for a college student. But when he's forced to reenlist, their handwritten letters hold the lovers together.","Dramas, Romantic Movies",netflix,s139,"Title: Dear John (Movie)
Description: While on summer leave, a U.S. soldier falls for a college student. But when he's forced to reenlist, their handwritten letters hold the lovers together.
Categories: Dramas, Romantic Movies"
movie_4bd16470ee457535881c5a9092f36fa6,Do the Right Thing,Movie,"On a sweltering day in Brooklyn, simmering racial tensions between residents rise to the surface and ignite rage, violence and tragedy.","Classic Movies, Comedies, Dramas",netflix,s140,"Title: Do the Right Thing (Movie)
Description: On a sweltering day in Brooklyn, simmering racial tensions between residents rise to the surface and ignite rage, violence and tragedy.
Categories: Classic Movies, Comedies, Dramas"
movie_8fc65a5b7e1432921c3feb539bdec151,"El patrón, radiografía de un crimen",Movie,A lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in Buenos Aires led to tragedy. Based on a true case.,"Dramas, International Movies, Thrillers",netflix,s141,"Title: El patrón, radiografía de un crimen (Movie)
Description: A lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in Buenos Aires led to tragedy. Based on a true case.
Categories: Dramas, International Movies, Thrillers"
movie_a50a4711a05b3707fcb2b98694aae47f,Extraction,Movie,"When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot.",Action & Adventure,netflix,s142,"Title: Extraction (Movie)
Description: When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot.
Categories: Action & Adventure"
movie_c7cc98d27320d7588c402ada722950cf,Freedom Writers,Movie,"While her at-risk students are reading classics such as ""The Diary of Anne Frank,"" a teacher asks them to keep journals about their troubled lives.",Dramas,netflix,s143,"Title: Freedom Writers (Movie)
Description: While her at-risk students are reading classics such as ""The Diary of Anne Frank,"" a teacher asks them to keep journals about their troubled lives.
Categories: Dramas"
movie_9b9b1b4dfa0e59b464ec5642021f1260,Green Lantern,Movie,Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat.,"Action & Adventure, Sci-Fi & Fantasy",netflix,s144,"Title: Green Lantern (Movie)
Description: Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat.
Categories: Action & Adventure, Sci-Fi & Fantasy"
movie_00386d3cf9dc7689b1010823ee83784f,House Party,Movie,"Grounded by his strict father, Kid risks life and limb to go to his best friend Play's big bash but experiences one obstacle after another.","Comedies, Cult Movies",netflix,s145,"Title: House Party (Movie)
Description: Grounded by his strict father, Kid risks life and limb to go to his best friend Play's big bash but experiences one obstacle after another.
Categories: Comedies, Cult Movies"
movie_5199ae24aaf0d460b6c480946fe4f09f,House Party 2,Movie,"Kid goes off to college with scholarship money but when Play loses Kid's tuition funds to a shady music promoter, they devise a wild plan to raise cash.","Comedies, Cult Movies, Music & Musicals",netflix,s146,"Title: House Party 2 (Movie)
Description: Kid goes off to college with scholarship money but when Play loses Kid's tuition funds to a shady music promoter, they devise a wild plan to raise cash.
Categories: Comedies, Cult Movies, Music & Musicals"
movie_38af832291089ba15001feaf5eb622df,House Party 3,Movie,"After Kid gets engaged, Play plans to throw the biggest bachelor party ever. But every celebration for these two always comes with complications.","Comedies, Music & Musicals",netflix,s147,"Title: House Party 3 (Movie)
Description: After Kid gets engaged, Play plans to throw the biggest bachelor party ever. But every celebration for these two always comes with complications.
Categories: Comedies, Music & Musicals"
movie_0024ea9a013483c70aed4bddd328910d,I Got the Hook Up,Movie,"After getting their hands on a misdirected shipment of cell phones, two hustlers try to cash in by hawking the merchandise from the back of their van.","Action & Adventure, Comedies",netflix,s150,"Title: I Got the Hook Up (Movie)
Description: After getting their hands on a misdirected shipment of cell phones, two hustlers try to cash in by hawking the merchandise from the back of their van.
Categories: Action & Adventure, Comedies"
movie_f91a1167997753619008b4c7355f0ea8,In Too Deep,Movie,"Rookie cop Jeffrey Cole poses as a drug dealer to take down a crime lord and soon gets caught up in an underworld of bribery, intimidation and murder.",Thrillers,netflix,s151,"Title: In Too Deep (Movie)
Description: Rookie cop Jeffrey Cole poses as a drug dealer to take down a crime lord and soon gets caught up in an underworld of bribery, intimidation and murder.
Categories: Thrillers"
movie_4e3a569009aaed58b4475a7a11369ac0,Initial D,Movie,"By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel.","Action & Adventure, International Movies",netflix,s152,"Title: Initial D (Movie)
Description: By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel.
Categories: Action & Adventure, International Movies"
movie_a44b221aecd8c4f68c35a411c97b7f68,Janoskians: Untold and Untrue,Movie,Follow the story of three Australian brothers and their two friends who became an international sensation by posting pranks and gags on YouTube.,Comedies,netflix,s153,"Title: Janoskians: Untold and Untrue (Movie)
Description: Follow the story of three Australian brothers and their two friends who became an international sensation by posting pranks and gags on YouTube.
Categories: Comedies"
movie_7a01a9d9403e04ea61c1da476ba8b66e,Labyrinth,Movie,"In Jim Henson's fantasy, teen Sarah embarks on a life-altering quest to rescue her little brother from the clutches of a treacherous goblin.","Action & Adventure, Children & Family Movies, Cult Movies",netflix,s156,"Title: Labyrinth (Movie)
Description: In Jim Henson's fantasy, teen Sarah embarks on a life-altering quest to rescue her little brother from the clutches of a treacherous goblin.
Categories: Action & Adventure, Children & Family Movies, Cult Movies"
movie_a42c8faab957cf77b1967116aad4bd6f,Letters to Juliet,Movie,"By responding to a letter addressed to Shakespeare's tragic heroine Juliet Capulet, an American woman in Verona, Italy, is led in search of romance.","Comedies, Dramas, Romantic Movies",netflix,s157,"Title: Letters to Juliet (Movie)
Description: By responding to a letter addressed to Shakespeare's tragic heroine Juliet Capulet, an American woman in Verona, Italy, is led in search of romance.
Categories: Comedies, Dramas, Romantic Movies"
movie_e45ff61fa9273beb86f86af304e264f5,Level 16,Movie,"In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape.","Sci-Fi & Fantasy, Thrillers",netflix,s158,"Title: Level 16 (Movie)
Description: In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape.
Categories: Sci-Fi & Fantasy, Thrillers"
movie_f47a564749c76ef03023c9052ecb596e,Love Don't Cost a Thing,Movie,A nerdy teen tries to make himself cool by association when he convinces a popular cheerleader to pose as his girlfriend.,"Comedies, Romantic Movies",netflix,s159,"Title: Love Don't Cost a Thing (Movie)
Description: A nerdy teen tries to make himself cool by association when he convinces a popular cheerleader to pose as his girlfriend.
Categories: Comedies, Romantic Movies"
movie_e273b6923c02e2171a27136ee6cf3227,Love in a Puff,Movie,"When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating unlikely connections.","Comedies, Dramas, International Movies",netflix,s160,"Title: Love in a Puff (Movie)
Description: When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating unlikely connections.
Categories: Comedies, Dramas, International Movies"
movie_28cfc84338dcce7eed42bd82b1cffa2e,Mars Attacks!,Movie,"As flying saucers head for Earth, the president of the United States prepares to welcome alien visitors but soon learns they're not coming in peace.","Comedies, Cult Movies, Sci-Fi & Fantasy",netflix,s162,"Title: Mars Attacks! (Movie)
Description: As flying saucers head for Earth, the president of the United States prepares to welcome alien visitors but soon learns they're not coming in peace.
Categories: Comedies, Cult Movies, Sci-Fi & Fantasy"
movie_c5d6a189f1e312646c6997e0a69843fa,Marshall,Movie,"This biopic of Thurgood Marshall, the first Black U.S. Supreme Court justice, centers on his pivotal work in a sensational case as an NAACP lawyer.",Dramas,netflix,s163,"Title: Marshall (Movie)
Description: This biopic of Thurgood Marshall, the first Black U.S. Supreme Court justice, centers on his pivotal work in a sensational case as an NAACP lawyer.
Categories: Dramas"
